,priority,rule,source,tags,time,output_fields.container.id,output_fields.container.image.repository,output_fields.evt.time,output_fields.fd.name,output_fields.proc.aname[2],output_fields.proc.aname[3],output_fields.proc.aname[4],output_fields.proc.cmdline,output_fields.proc.name,output_fields.proc.pname,output_fields.user.loginuid,output_fields.user.name,output_fields.proc.pcmdline,output_fields.evt.arg.uid,output_fields.user.uid,output_fields.container.name,output_fields.proc.tty,output_fields.container.image.tag,output_fields.container.mounts,is_run_as_root,is_bash_in_args,is_sh_in_args,is_passwd_in_open_args,is_proc_in_open_args,n_failed_syscalls
951,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:35:22.064753457Z,host,,1639485322064753457,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
952,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:35:22.065068314Z,host,,1639485322065068314,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
953,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:40:21.976389819Z,host,,1639485621976389819,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
954,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:40:21.978674053Z,host,,1639485621978674053,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
955,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:45:21.994985415Z,host,,1639485921994985415,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
956,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:45:22.005961974Z,host,,1639485922005961974,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
957,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:50:21.945076645Z,host,,1639486221945076645,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
958,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:50:22.020453759Z,host,,1639486222020453759,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
959,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:55:22.042489041Z,host,,1639486522042489041,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
960,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T12:55:22.081612971Z,host,,1639486522081612971,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
961,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:00:21.874868892Z,host,,1639486821874868892,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
962,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:00:21.904622047Z,host,,1639486821904622047,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
963,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:05:21.887270946Z,host,,1639487121887270946,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
964,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:05:21.903686332Z,host,,1639487121903686332,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
965,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:10:21.978213869Z,host,,1639487421978213869,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
966,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:10:22.014483518Z,host,,1639487422014483518,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
967,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:15:22.201597001Z,host,,1639487722201597001,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
968,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:15:22.211916379Z,host,,1639487722211916379,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
969,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:20:22.171318139Z,host,,1639488022171318139,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
970,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:20:22.181565275Z,host,,1639488022181565275,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
971,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:25:22.409322690Z,host,,1639488322409322690,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
972,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:25:22.424801207Z,host,,1639488322424801207,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
973,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:30:21.868806911Z,host,,1639488621868806911,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
974,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:30:21.910680702Z,host,,1639488621910680702,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
975,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:35:22.004853614Z,host,,1639488922004853614,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
976,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:35:22.007725754Z,host,,1639488922007725754,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
977,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:40:22.002583956Z,host,,1639489222002583956,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
978,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:40:22.035058135Z,host,,1639489222035058135,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
979,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:45:21.973052491Z,host,,1639489521973052491,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
980,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:45:21.991565110Z,host,,1639489521991565110,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
981,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:50:22.068556735Z,host,,1639489822068556735,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
982,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:50:22.094479763Z,host,,1639489822094479763,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
983,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:55:22.324526154Z,host,,1639490122324526154,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
984,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T13:55:22.325184352Z,host,,1639490122325184352,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
985,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:00:21.990395218Z,host,,1639490421990395218,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
986,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:00:22.003975489Z,host,,1639490422003975489,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
987,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:05:22.051880574Z,host,,1639490722051880574,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
988,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:05:22.099040081Z,host,,1639490722099040081,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
989,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:10:22.161339234Z,host,,1639491022161339234,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
990,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:10:22.180939750Z,host,,1639491022180939750,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
991,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:15:21.915312954Z,host,,1639491321915312954,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
992,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:15:21.952058480Z,host,,1639491321952058480,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
993,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:20:21.970171284Z,host,,1639491621970171284,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
994,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:20:21.997213728Z,host,,1639491621997213728,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
995,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:25:22.112255646Z,host,,1639491922112255646,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
996,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:25:22.116722829Z,host,,1639491922116722829,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
997,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:30:22.058046031Z,host,,1639492222058046031,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
998,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:30:22.059946748Z,host,,1639492222059946748,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
999,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:35:22.240284414Z,host,,1639492522240284414,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1000,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:35:22.260509041Z,host,,1639492522260509041,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1001,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:40:21.960286849Z,host,,1639492821960286849,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1002,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:40:21.984551418Z,host,,1639492821984551418,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1003,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:45:22.033905284Z,host,,1639493122033905284,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1004,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:45:22.049477325Z,host,,1639493122049477325,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1005,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:50:21.953584095Z,host,,1639493421953584095,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1006,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:50:21.958034786Z,host,,1639493421958034786,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1007,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:55:22.153088480Z,host,,1639493722153088480,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1008,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T14:55:22.156527235Z,host,,1639493722156527235,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1009,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:00:21.983113870Z,host,,1639494021983113870,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1010,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:00:21.997605618Z,host,,1639494021997605618,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1011,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:05:21.939618571Z,host,,1639494321939618571,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1012,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:05:21.964924876Z,host,,1639494321964924876,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1013,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:10:22.054987044Z,host,,1639494622054987044,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1014,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:10:22.088358206Z,host,,1639494622088358206,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1015,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:15:22.268212952Z,host,,1639494922268212952,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1016,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:15:22.276551725Z,host,,1639494922276551725,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1017,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:20:21.883189444Z,host,,1639495221883189444,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1018,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:20:21.890462165Z,host,,1639495221890462165,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1019,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:25:22.012924801Z,host,,1639495522012924801,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1020,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:25:22.019522918Z,host,,1639495522019522918,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1021,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:30:21.907930408Z,host,,1639495821907930408,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1022,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:30:21.946673694Z,host,,1639495821946673694,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1023,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:35:22.036892066Z,host,,1639496122036892066,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1024,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:35:22.037647921Z,host,,1639496122037647921,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1025,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:40:22.081207786Z,host,,1639496422081207786,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1026,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:40:22.081348237Z,host,,1639496422081348237,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1027,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:45:22.233244191Z,host,,1639496722233244191,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1028,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:45:22.233759119Z,host,,1639496722233759119,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1029,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:50:21.968995301Z,host,,1639497021968995301,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1030,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:50:21.977344324Z,host,,1639497021977344324,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1031,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:55:22.107926924Z,host,,1639497322107926924,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1032,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T15:55:22.114600152Z,host,,1639497322114600152,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1033,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T16:00:22.072256192Z,host,,1639497622072256192,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1034,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T16:00:22.080663440Z,host,,1639497622080663440,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
1035,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-14T16:05:22.109163367Z,host,,1639497922109163367,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
