,priority,rule,source,tags,time,output_fields.container.id,output_fields.container.image.repository,output_fields.evt.time,output_fields.fd.name,output_fields.proc.aname[2],output_fields.proc.aname[3],output_fields.proc.aname[4],output_fields.proc.cmdline,output_fields.proc.name,output_fields.proc.pname,output_fields.user.loginuid,output_fields.user.name,output_fields.proc.pcmdline,output_fields.evt.arg.uid,output_fields.user.uid,output_fields.container.name,output_fields.proc.tty,output_fields.container.image.tag,output_fields.container.mounts,is_run_as_root,is_bash_in_args,is_sh_in_args,is_passwd_in_open_args,is_proc_in_open_args,n_failed_syscalls
0,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T18:15:43.682318377Z,host,,1639160143682318377,/etc/shadow,systemd,,,systemd-userwor                 ,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
1,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T18:17:59.846168873Z,host,,1639160279846168873,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
2,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T18:18:04.796631942Z,host,,1639160284796631942,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
3,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:20:02.049481945Z,host,,1639160402049481945,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
4,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:20:02.065247931Z,host,,1639160402065247931,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
5,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:25:02.140909028Z,host,,1639160702140909028,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
6,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:25:02.158720078Z,host,,1639160702158720078,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
7,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T18:29:47.330764247Z,host,,1639160987330764247,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
8,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:30:02.076918413Z,host,,1639161002076918413,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
9,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:30:02.080866399Z,host,,1639161002080866399,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
10,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:30:45.349771328Z,host,,1639161045349771328,/etc/prometheus/prometheus.yml,bash,sshd,sshd,nano /etc/prometheus/prometheus.yml,nano,sudo,1000,root,sudo nano /etc/prometheus/prometheus.yml,,,,,,,1,0,0,0,0,0
11,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T18:31:08.021113161Z,host,,1639161068021113161,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
12,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:35:02.211754476Z,host,,1639161302211754476,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
13,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:35:02.237713000Z,host,,1639161302237713000,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
14,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:40:02.121383259Z,host,,1639161602121383259,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
15,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:40:02.140314360Z,host,,1639161602140314360,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
16,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:45:02.040053230Z,host,,1639161902040053230,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
17,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:45:02.087320243Z,host,,1639161902087320243,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
18,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:50:02.043210979Z,host,,1639162202043210979,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
19,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:50:02.069632917Z,host,,1639162202069632917,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
20,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:55:02.170869202Z,host,,1639162502170869202,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
21,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T18:55:02.188983776Z,host,,1639162502188983776,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
22,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:00:02.021925366Z,host,,1639162802021925366,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
23,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:00:02.069497705Z,host,,1639162802069497705,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
24,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T19:00:21.910370799Z,host,,1639162821910370799,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
25,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:05:02.045809898Z,host,,1639163102045809898,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
26,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:05:02.049546207Z,host,,1639163102049546207,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
27,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:10:02.027570087Z,host,,1639163402027570087,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
28,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:10:02.050509869Z,host,,1639163402050509869,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
29,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:15:02.030966900Z,host,,1639163702030966900,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
30,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:15:02.049456438Z,host,,1639163702049456438,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
31,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:20:02.030590593Z,host,,1639164002030590593,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
32,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:20:02.096512328Z,host,,1639164002096512328,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
33,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:25:02.108420375Z,host,,1639164302108420375,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
34,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:25:02.131232385Z,host,,1639164302131232385,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
35,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:30:02.017332633Z,host,,1639164602017332633,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
36,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:30:02.047949794Z,host,,1639164602047949794,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
37,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:35:02.033339915Z,host,,1639164902033339915,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
38,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:35:02.033424532Z,host,,1639164902033424532,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
39,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:40:02.004908958Z,host,,1639165202004908958,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
40,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:40:02.094607664Z,host,,1639165202094607664,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
41,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:45:02.029978924Z,host,,1639165502029978924,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
42,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:45:02.046651273Z,host,,1639165502046651273,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
43,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:50:02.034529032Z,host,,1639165802034529032,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
44,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:50:02.049317342Z,host,,1639165802049317342,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
45,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:55:02.162451443Z,host,,1639166102162451443,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
46,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T19:55:02.173689208Z,host,,1639166102173689208,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
47,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:00:02.015936056Z,host,,1639166402015936056,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
48,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:00:02.096219614Z,host,,1639166402096219614,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
49,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:05:02.030552558Z,host,,1639166702030552558,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
50,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:05:02.047509634Z,host,,1639166702047509634,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
51,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:10:02.001926513Z,host,,1639167002001926513,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
52,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:10:02.098933140Z,host,,1639167002098933140,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
53,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:15:02.032901955Z,host,,1639167302032901955,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
54,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:15:02.076720182Z,host,,1639167302076720182,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
55,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:20:02.051431925Z,host,,1639167602051431925,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
56,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:20:02.086942694Z,host,,1639167602086942694,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
57,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:25:02.171880019Z,host,,1639167902171880019,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
58,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:25:02.210254117Z,host,,1639167902210254117,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
59,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:30:02.070129042Z,host,,1639168202070129042,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
60,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:30:02.083585412Z,host,,1639168202083585412,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
61,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:35:02.061973181Z,host,,1639168502061973181,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
62,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:35:02.083392824Z,host,,1639168502083392824,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
63,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:40:02.078686440Z,host,,1639168802078686440,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
64,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:40:02.109116794Z,host,,1639168802109116794,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
65,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:45:02.055585737Z,host,,1639169102055585737,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
66,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:45:02.068940714Z,host,,1639169102068940714,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
67,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:50:02.118852419Z,host,,1639169402118852419,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
68,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:50:02.149585755Z,host,,1639169402149585755,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
69,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:55:02.291891633Z,host,,1639169702291891633,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
70,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T20:55:02.291936478Z,host,,1639169702291936478,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
71,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T21:00:02.220409109Z,host,,1639170002220409109,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
72,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T21:00:02.221045039Z,host,,1639170002221045039,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
73,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T21:05:02.096450415Z,host,,1639170302096450415,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
74,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T21:05:02.119974964Z,host,,1639170302119974964,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
75,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:08:28.428968418Z,host,,1639170508428968418,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
76,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:08:51.403654686Z,host,,1639170531403654686,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
77,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:08:52.993989332Z,host,,1639170532993989332,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
78,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:08:53.900614396Z,host,,1639170533900614396,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
79,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:08:55.041151475Z,host,,1639170535041151475,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
80,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T21:10:02.432669652Z,host,,1639170602432669652,/etc/pcp/pmlogger/lock,,,,pmlogctl /usr/bin/pmlogctl -m check,pmlogctl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
81,Error,Write below etc,syscall,"['filesystem', 'mitre_persistence']",2021-12-10T21:10:02.436391389Z,host,,1639170602436391389,/etc/pcp/pmie/lock,,,,pmiectl /usr/bin/pmiectl -m check,pmiectl,systemd,-1,root,systemd rhgb --switched-root --system --deserialize 31,,,,,,,1,0,0,0,0,0
82,Notice,Non sudo setuid,syscall,"['mitre_privilege_escalation', 'users']",2021-12-10T21:10:02.965312351Z,host,,1639170602965312351,,,,,pmlogger -N -P -r -T24h10m -c config.default -v 100Mb -mreexec %Y%m%d.%H.%M,,systemd,-1,pcp,,pcp,982.0,,,,,0,0,0,0,0,0
83,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:13:49.379767588Z,host,,1639170829379767588,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
84,Notice,DB program spawned process,syscall,"['database', 'mitre_execution', 'process']",2021-12-10T21:14:32.813155114Z,449265dc9789,postgres,1639170872813155114,,,,,sh -c locale -a,,postgres,-1,systemd-coredump,,,,,,,,0,0,0,0,0,0
85,Warning,Read sensitive file untrusted,syscall,"['filesystem', 'mitre_credential_access', 'mitre_discovery']",2021-12-10T21:14:51.902585667Z,host,,1639170891902585667,/etc/shadow,systemd,,,systemd-userwor xxxxxxxxxxxxxxxx,systemd-userwor,systemd-userdbd,-1,root,,,,,,,,1,0,0,0,0,0
